,article_id,Reference_paper_id,Reference_paper_doi,Reference _paper_title,Reference_paper_venue,Reference_paper_year,Intent,Is_influential
788,10.1111/eje.12203,c5cd5cb96e2db842bd151b589136d116b486a989,10.3109/0142159X.2011.565827,Teaching evidence-based medicine: Impact on students’ literature use and inpatient clinical documentation,Medical teacher,2011,,False
789,10.1111/eje.12203,06bd9111b3e41002bc7254cdf0831c1c53b475e0,10.1002/J.0022-0337.2013.77.10.TB05602.X,Evidence-based dentistry and clinical implementation by third-year dental students.,Journal of dental education,2013,,False
790,10.1111/eje.12203,415ca532fe9b60bd6bce021ae97bf94f74ae43b3,10.1016/j.joms.2012.03.010,Oral and maxillofacial surgery residents have poor understanding of biostatistics.,Journal of oral and maxillofacial surgery : official journal of the American Association of Oral and Maxillofacial Surgeons,2013,,False
791,10.1111/eje.12203,bdde62f8fdcaa092e3943234a04c48f64bc8f53a,10.1177/0022034513508557,Integrating Research into Dental Student Training,Journal of dental research,2013,,False
792,10.1111/eje.12203,d3a80036af390c376b723bb9beda68c8ee091fe1,10.1111/j.1600-0579.2012.00771.x,"Journal-based learning, a new learning experience building on PBL at HKU.",European journal of dental education : official journal of the Association for Dental Education in Europe,2013,,False
793,10.1111/eje.12203,c6ddcf37d2d1f0620e97f569770a72f01bf00037,10.1007/978-1-4471-4474-8_21,Information Retrieval and Digital Libraries,,2014,,False
794,10.1111/eje.12203,f65c614d45b417d6dd70cf00847a00c905ceb98a,10.1111/eje.12088,The undergraduate degree project--preparing dental students for professional work and postgraduate studies?,European journal of dental education : official journal of the Association for Dental Education in Europe,2014,,False
795,10.1111/eje.12203,1404d20d159e69e523074fadff096b36649f700e,10.3109/00016357.2014.954612,The statistical reporting quality of articles published in 2010 in five dental journals,Acta odontologica Scandinavica,2015,,False
796,10.1111/eje.12203,e747368a4b1d876834d6a5f8dbb45ae28e30fab5,10.1016/j.jebdp.2014.08.002,Understanding and practice of evidence based search strategy among postgraduate dental students: a preliminary study.,The journal of evidence-based dental practice,2015,,False
797,10.1111/eje.12203,72e3ce91b84239602f71dec6a3dacfc884a7df6b,10.1002/j.0022-0337.2017.81.7.tb06299.x,ADEA Competencies for the New General Dentist.,Journal of dental education,2017,,False
798,10.1177/1460458213483613,863472a67f5bdc67e4782306efd883fca23e3a3d,10.2307/2344913,The Delphi Method: Techniques and Applications,,1977,,False
799,10.1177/1460458213483613,41238d891dc0a1b916aa99bb954d07eac8e1efb7,10.3109/14639238409015189,The science of biomedical computing.,Medical informatics = Medecine et informatique,1984,,False
800,10.1177/1460458213483613,205743ef56d37f133b94837df7d72592f30aaea1,,Alternative systems of oral care delivery. Report of a WHO Expert Committee.,World Health Organization technical report series,1987,,False
801,10.1177/1460458213483613,57fe2971a46ab3ecc71dbb0d99d3175f0149337c,10.1136/bmj.311.7001.376,Qualitative Research: Consensus methods for medical and health services research,BMJ,1995,,False
802,10.1177/1460458213483613,1be4fb056cc4be19743389a7a5aca887462fa241,,Effective and quality-controlled use of digital radiography in dental practice.,International journal of computerized dentistry,2000,,False
803,10.1177/1460458213483613,1291977bbf04f2060273d81474ac6dbe0ce3f4fb,10.1177/154407370301700104,Dental Informatics: A Work in Progress,Advances in dental research,2003,,False
804,10.1177/1460458213483613,569dbf999aec507565cf0c7e7557754992c90fe1,10.1136/bmj.326.7398.1070,Systematic review of scope and quality of electronic patient record data in primary care,BMJ : British Medical Journal,2003,,False
805,10.1177/1460458213483613,149ee3f44df8decff4acc6c557b0bf6c85712416,10.1016/J.JEMERMED.2004.03.019,Physician and nurse satisfaction with an Electronic Medical Record system.,The Journal of emergency medicine,2004,,False
806,10.1177/1460458213483613,5d703b4c121895ceaa72297badc49f9ec7fc94a8,10.1002/J.0022-0337.2004.68.6.TB03777.X,Clinical decision support systems: perspectives in dentistry.,Journal of dental education,2004,,False
807,10.1177/1460458213483613,6e1427715bc1f35da9194b725bd4d34a686fe7c3,,"Sources, uses, strengths and limitations of data collected in primary care in England.",Health statistics quarterly,2004,,False
808,10.1177/1460458213483613,b43ebea9daad2ca27e665db84e3ec6903b8b62fc,10.1093/INTQHC/MZH064,A systematic review of computer-based patient record systems and quality of care: more randomized clinical trials or a broader approach?,International journal for quality in health care : journal of the International Society for Quality in Health Care,2004,,False
809,10.1177/1460458213483613,52f197874de70f708e71ecc690ee037be866b0fd,10.1213/01.ane.0000168449.32159.7b,A Comparison of Paper with Electronic Patient-Completed Questionnaires in a Preoperative Clinic,Anesthesia and analgesia,2005,,False
810,10.1177/1460458213483613,994d34e43a8216fd02d60a5d349932379fc8c331,10.1590/S0042-96862005000900004,"Oral health, general health and quality of life.",Bulletin of the World Health Organization,2005,methodology,False
811,10.1177/1460458213483613,9bc5e4c83ffc718aef72c610f3f97e1ee88be114,10.1377/HLTHAFF.24.5.1103,"Can electronic medical record systems transform health care? Potential health benefits, savings, and costs.",Health affairs,2005,,False
812,10.1177/1460458213483613,1413d32e0f9ab9d98c42b0b22a4eecc17e75a666,10.1016/J.IJMEDINF.2006.09.022,A qualitative study of the implementation of a bioinformatics tool in a biological research laboratory,Int. J. Medical Informatics,2007,,False
813,10.1177/1460458213483613,24b85f2d66c610ad889eff38985ddffe434cc04f,10.1111/J.1600-0528.2007.00347.X,The International Caries Detection and Assessment System (ICDAS): an integrated system for measuring dental caries.,Community dentistry and oral epidemiology,2007,,False
814,10.1177/1460458213483613,7112054404bf62fd5a895c74b2da826b16b13184,10.1016/j.ijmedinf.2006.09.016,"Social, ethical and legal barriers to E-health",Int. J. Medical Informatics,2007,,False
815,10.1177/1460458213483613,c01cdbda91c95bce7e27313db673f85704505ada,,Electronic health records: the 2007 FPM user-satisfaction survey.,Family practice management,2007,,False
816,10.1177/1460458213483613,073e9b80ecdd2db66f7024a0de945f953d5a1b52,10.1016/j.ijmedinf.2007.09.001,"Definition, structure, content, use and impacts of electronic health records: A review of the research literature",Int. J. Medical Informatics,2008,methodology,False
817,10.1177/1460458213483613,379ecde95ea92a2423cc1a3736cc0d8137c1db2c,10.3399/bjgp08X277302,Identifying undiagnosed diabetes: cross-sectional survey of 3.6 million patients' electronic records.,The British journal of general practice : the journal of the Royal College of General Practitioners,2008,,False
818,10.1177/1460458213483613,9749e9065017a993dac6f3e16da74111d166f16e,10.3414/ME0511,Assessment of data quality of and staff satisfaction with an electronic health record system in a developing country (Uganda): a qualitative and quantitative comparative study.,Methods of information in medicine,2008,,False
819,10.1177/1460458213483613,b40190b907c94ec3abb20cc1f9dec64eef9ffa9b,10.1080/00140130701801124,Cognitive ergonomics: a multidisciplinary venture,Ergonomics,2008,,False
820,10.1177/1460458213483613,517663c7fa5b171c4754c87bafdf3ed455928e0b,10.3122/jabfm.2009.05.080259,The Use of Electronic Health Records in the Exam Room and Patient Satisfaction: A Systematic Review,The Journal of the American Board of Family Medicine,2009,,False
821,10.1177/1460458213483613,acf946589add509147f4b73897bec85eaa7a1251,10.1159/000279327,Has Dental Caries Prevalence Some Connection with Caries Index Values in Adults?,Caries Research,2010,,False
822,10.1177/1460458213483613,cd859d8253fbf44042e0f6014f4d33cd6e23f41a,10.19030/AJHS.V3I3.7139,Electronic Health Records (EHR),,2012,,False
823,10.1177/1460458213483613,ffa1f56c916a26c0dba96bc02a6bdf19f99a4084,10.5455/aim.2012.20.47-55,Information Systems in Dentistry,Acta informatica medica : AIM : journal of the Society for Medical Informatics of Bosnia & Herzegovina : casopis Drustva za medicinsku informatiku BiH,2012,,False
824,10.4258/hir.2017.23.4.304,95fcc3d7792f9ae8f1e478e66a069344575e2696,10.1016/0169-2607(95)01672-G,The paper-based patient record: is it really so bad?,Computer methods and programs in biomedicine,1995,,False
825,10.4258/hir.2017.23.4.304,c0b3d137884bd928193054c61531fd677cff422e,,Cronbach's alpha: a tool for assessing the reliability of scales,,1999,background,False
826,10.4258/hir.2017.23.4.304,d98c9181996d06fe9e91389c1a0385b7e2575762,10.1177/009127000004001001,American College of Clinical Pharmacology Response to the Institute of Medicine Report “To Err Is Human: Building a Safer Health System”,Journal of clinical pharmacology,2000,,False
827,10.4258/hir.2017.23.4.304,c0ef4cd20d72d1f128870fd80b3a1440cf197472,10.1016/S1051-0443(01)70072-3,To Err is Human: Building a Safer Health System,,2001,background,False
828,10.4258/hir.2017.23.4.304,42147770ce652e700e5623d4611f315addfeee2a,,"Calculating, Interpreting, And Reporting Cronbach’s Alpha Reliability Coefficient For Likert-Type Scales",,2003,background,False
829,10.4258/hir.2017.23.4.304,a928f8ab5bb3a18a19754e2fc1d6a3162b60943d,10.1038/sj.bdj.4810734,Questionnaire survey on the use of computerisation in dental practices across the Thames Valley region,British Dental Journal,2003,result,False
830,10.4258/hir.2017.23.4.304,08343ffdbdf87297b4967677f133fcb2173ae8fa,,Perceptions and attitudes of Canadian dentists toward digital and electronic technologies.,Journal,2006,result background,False
831,10.4258/hir.2017.23.4.304,5003a51f1a3d282565a0219d98af632252512307,10.1097/01.HCM.0000285044.19666.a8,Ethical Issues and the Electronic Health Record,The health care manager,2008,background,False
832,10.4258/hir.2017.23.4.304,471e17fac9cd1d3fcac3180d24730461d623c06f,10.1007/978-3-030-10576-1_300659,Technology Acceptance Model,,2010,,False
833,10.4258/hir.2017.23.4.304,ab3b68b70039cab9ca723afbdafa48109616bae3,10.1016/j.jbi.2009.07.002,The Technology Acceptance Model: Its past and its future in health care,J. Biomed. Informatics,2010,background,True
834,10.4258/hir.2017.23.4.304,42e27bf9115b66db08495f9f17fe4f7b6986020f,10.1016/j.ijmedinf.2010.10.011,The changes in caregivers' perceptions about the quality of information and benefits of nursing documentation associated with the introduction of an electronic documentation system in a nursing home,Int. J. Medical Informatics,2011,result,False
835,10.4258/hir.2017.23.4.304,f18d6379d5b0201cf83c5171b0697b47bcaf8a3d,10.5116/ijme.4dfb.8dfd,Making sense of Cronbach's alpha,International journal of medical education,2011,,False
836,10.4258/hir.2017.23.4.304,3a26a6a0af555383ddc5854acbc1cc72601e68c9,10.18533/IJBSR.V2I4.161,Technology Acceptance Model: A Survey of Literature,,2012,methodology result,False
837,10.4258/hir.2017.23.4.304,215e87283829955391e36ad6919280f05a7ca851,10.1212/WNL.0b013e318287288c,Ethical and quality pitfalls in electronic health records,Neurology,2013,result background,True
838,10.4258/hir.2017.23.4.304,71302529ea8d8b5980cc29eccaf8ce810c0e47f7,10.1016/J.PROCS.2013.09.044,Barriers to Health Information Systems and Electronic Medical Records Implementation. A Field Study of Saudi Arabian Hospitals,EUSPN/ICTH,2013,background,False
839,10.4258/hir.2017.23.4.304,d5805001770bbe49c7091e37ce3d113037203e4b,10.1038/sj.bdj.2013.1146,Dental practitioners and a digital future: an initial exploration of barriers and incentives to adopting digital technologies,BDJ,2013,result background,False
840,10.4258/hir.2017.23.4.304,d638db33cd2f2d0660ceb9128e41b2222fe90dd0,10.4103/1357-6283.152194,The awareness and attitudes of students of one indian dental school toward information technology and its use to improve patient care.,Education for health,2014,background,False
841,10.4258/hir.2017.23.4.304,6c98966e586595a6e47e70852ee5b848ec4659e2,10.4103/1658-6816.150585,Evaluation of students′ perception in using electronic dental records,,2015,result,False
842,10.4258/hir.2017.23.4.304,b296bdaf1a5ed44b9347acbfd1eef2adfd62859a,10.1016/j.ijmedinf.2014.09.008,The peace of paper: Patient lists as work tools,Int. J. Medical Informatics,2015,background,False
843,10.4258/hir.2017.23.4.304,400c4be38d3568baecc805897132722c3f46eb78,10.4258/hir.2016.22.4.342,Medical Representatives' Intention to Use Information Technology in Pharmaceutical Marketing,Healthcare informatics research,2016,background,False
844,10.4258/hir.2017.23.4.304,a7a2cd233e52c4e1f414647d13ba6bb51b2df664,,Electronic medical records in Myanmar: User perceptions at marie stopes international clinics in Myanmar,,2016,background,False
845,10.4258/hir.2017.23.4.304,a744ae49735e98267b0da5f363a765e78c92bbb2,10.4258/hir.2017.23.3.189,Current Status of Electronic Medical Record Systems in Hospitals and Clinics in Korea,Healthcare informatics research,2017,background,False
846,10.4258/hir.2017.23.4.304,2819b9bb45638ab4e349c43f7bbc8c16667a0826,10.1007/978-3-319-98298-4,Integration of Medical and Dental Care and Patient Data,Health Informatics,2019,background,False
847,10.1007/978-3-319-98298-4_11,7717fb014261b44734acf41715dddcbc011397c3,10.1126/SCIENCE.130.3366.9,"Reasoning foundations of medical diagnosis; symbolic logic, probability, and value theory aid our understanding of how physicians reason.",Science,1959,,False
848,10.1007/978-3-319-98298-4_11,379ebfa48a9a4f6434eee8d99d9e189a653ebe6d,10.1111/j.1749-6632.1964.tb00043.x,EXPERIENCE WITH BAYE'S THEOREM FOR COMPUTER DIAGNOSIS OF CONGENITAL HEART DISEASE *,,1964,,False
849,10.1007/978-3-319-98298-4_11,cf7068be939ac5f2a04dc392e7d08604bfd3aa45,10.1111/j.1749-6632.1964.tb50648.x,EXPERIENCE WITH BAYE'S THEOREM FOR COMPUTER DIAGNOSIS OF CONGENITAL HEART DISEASE *,Annals of the New York Academy of Sciences,1964,,False
850,10.1007/978-3-319-98298-4_11,d8355036d610a23d78c62650abfa6ea030e65792,10.1177/00220345670460061701,Cephalometrics and the Computer,Journal of dental research,1967,,False
851,10.1007/978-3-319-98298-4_11,da8e88f475b2fdd28d089ec1a202b0d2b9792a34,10.1007/978-1-61779-385-1_8,Prevention of bacterial endocarditis.,Medical times,1983,,False
852,10.1007/978-3-319-98298-4_11,897faff173c3881e7c57017b1b70d2e88ddbf829,10.7326/0003-4819-103-4-596,Information needs in office practice: are they being met?,Annals of internal medicine,1985,,False
853,10.1007/978-3-319-98298-4_11,2d26455f4432ae698ce94fead72d46ee2ace8787,10.2337/dc11-S011,Standards of Medical Care in Diabetes—2011,Diabetes Care,2011,,False
854,10.1007/978-3-319-98298-4_11,eb2fed9b433e22b5bc89e3b66989fc26706a3969,10.1038/sj.bdj.4806380,Prevention of infective endocarditis',British Dental Journal,1988,,False
855,10.1007/978-3-319-98298-4_11,289b472c010aa4dd80f3a1bbe902b4a54edd2f70,10.1259/DMFR.18.2.2699592,Computer-aided differential diagnosis of oral radiographic lesions.,Dento maxillo facial radiology,1989,,False
856,10.1007/978-3-319-98298-4_11,35305a1bf7c8a77f09ef2923fba7d34a2809f9eb,10.7326/0003-4819-110-10-824,A computer-assisted medical diagnostic consultation service. Implementation and prospective evaluation of a prototype.,Annals of internal medicine,1989,,False
857,10.1007/978-3-319-98298-4_11,6b7a9671c2bf3cdd66b6e0ca2b9aed5ce76c3496,10.1055/S-0038-1634828,Record linkage strategies. Part I: Estimating information and evaluating approaches.,Methods of information in medicine,1991,,False
858,10.1007/978-3-319-98298-4_11,c967b97a5ee9815314b51c8e4d853bcb20e0f862,,Knowledge Coupling: New Premises and New Tools for Medical Care and Education,,1991,,False
859,10.1007/978-3-319-98298-4_11,f7c838d7453c32623a976668dfae8603c1780e64,10.1007/978-1-4612-3150-9,Knowledge Coupling,Computers in Health Care,1991,,False
860,10.1007/978-3-319-98298-4_11,05e2fc5d22679618c33f5f863071a217c0f24306,10.1136/jech.47.4.316,Computerised linking of medical records: methodological guidelines.,Journal of epidemiology and community health,1993,,False
861,10.1007/978-3-319-98298-4_11,ca0a596371f0ef5db6147485574f3a38f566b7ab,,Dart (Diagnostic Aid and Resource Tool): a computerized clinical decision support system for oral pathology--Part 2.,,1994,,False
862,10.1007/978-3-319-98298-4_11,04e4968091c3226372f16785b3812f57c0178574,10.1161/01.CIR.96.1.358,Prevention of Bacterial Endocarditis Recommendations by the American Heart Association,,1997,,False
863,10.1007/978-3-319-98298-4_11,4fdecc79dfbb34a584886e93bb48df4c3318b08a,10.1111/J.1600-0528.1997.TB00905.X,What do we know about how dentists make caries-related treatment decisions?,Community dentistry and oral epidemiology,1997,,False
864,10.1007/978-3-319-98298-4_11,504fb6678529b1d832499ef35c375a050c01140f,,A case for diagnoses.,The Journal of the American College of Dentists,1997,,False
865,10.1007/978-3-319-98298-4_11,979ae7cb456996d1b85a9c78eaf6ebfb112f12f8,10.1109/ICSMC.1997.626229,A dental condition prediction system with artificial neural networks and fuzzy inference systems,"1997 IEEE International Conference on Systems, Man, and Cybernetics. Computational Cybernetics and Simulation",1997,,False
866,10.1007/978-3-319-98298-4_11,009f7cfb50d28d4799ddf426aec8bed3a4e0b68f,10.1016/S0278-2391(98)90636-X,The preoperative bleeding time test lacks clinical benefit,,1998,,False
867,10.1007/978-3-319-98298-4_11,7ec263f7e4971f5bd293b181ffde37aa9dd2d474,10.1001/ARCHSURG.133.2.134,The preoperative bleeding time test lacks clinical benefit: College of American Pathologists' and American Society of Clinical Pathologists' position article.,Archives of surgery,1998,,False
868,10.1007/978-3-319-98298-4_11,0df2575e27af2410663ab5829d5ad0d7fe27d45f,10.14219/JADA.ARCHIVE.1999.0055,Improving detection of precancerous and cancerous oral lesions. Computer-assisted analysis of the oral brush biopsy. U.S. Collaborative OralCDx Study Group.,Journal of the American Dental Association,1999,,False
869,10.1007/978-3-319-98298-4_11,5ff16b296d3480e6dd8fec1d3b52bedb6e5d420d,10.1002/J.0022-0337.1996.60.1.TB03011.X,Decision support systems in dentistry.,Dento maxillo facial radiology,1999,,False
870,10.1007/978-3-319-98298-4_11,f461f314bbe725ad075cb8c1b80e8c913e9ff4e3,,Development of record linkage of hospital discharge data for the study of neonatal readmission.,Chronic diseases in Canada,1999,,False
871,10.1007/978-3-319-98298-4_11,3f6a30aebc7746e828ad230dd0d7094eb0c2894a,10.1145/572260.572261,Privacy of medical records: IT implications of HIPAA,CSOC,2000,,False
872,10.1007/978-3-319-98298-4_11,c0506f6814d4860c054463b21180e884ff9d05ff,10.1007/978-0-387-21721-5,Medical Informatics,Health Informatics,2001,,False
873,10.1007/978-3-319-98298-4_11,e749c88855f7ade3797a8ea145fa48b84c095a40,10.1145/383694.383712,Security issues for implementation of e-medical records,CACM,2001,,False
874,10.1007/978-3-319-98298-4_11,e7f9a4dceac591d77b850083f95493470b8387cc,10.1007/978-3-030-58721-5,Biomedical Informatics: Computer Applications in Health Care and Biomedicine,,2006,,False
875,10.1007/978-3-319-98298-4_11,2d14fd14c27e1ca9307b03b16b9e533bee8d5cc0,,K/DOQI clinical practice guidelines for chronic kidney disease,,2002,,False
876,10.1007/978-3-319-98298-4_11,677742f2baace0ceb5bb2ee1875a9943ccd85d60,10.1093/IJE/31.6.1246,Probabilistic record linkage and a method to calculate the positive predictive value.,International journal of epidemiology,2002,,False
877,10.1007/978-3-319-98298-4_11,0991f0a7d5a558736d2644b27b86dd3eb59ee864,10.1161/01.HYP.0000075790.33892.AE,"Seventh report of the Joint National Committee on the Prevention, Detection, Evaluation, and Treatment of High Blood Pressure (JNC 7): resetting the hypertension sails.",Hypertension,2003,,False
878,10.1007/978-3-319-98298-4_11,0aff884d7f279cafef205839692a43c68d90bc6d,,The Classification of Clinicians' Information Needs While Using a Clinical Information System,AMIA,2003,,False
879,10.1007/978-3-319-98298-4_11,17f3c051015050ae05484f0556f7d9543a24a196,10.1161/01.CIR.0000093201.57771.47,Nonvalvular Cardiovascular Device–Related Infections,Circulation,2003,,False
880,10.1007/978-3-319-98298-4_11,3afeb8f6e4f09b86770e82fb5990e79edefb4661,,EMR confidentiality and information security.,Journal of healthcare information management : JHIM,2003,,False
881,10.1007/978-3-319-98298-4_11,36afeab45d4ea38f21a8f7f8799267a896242baa,10.1002/J.0022-0337.2004.68.12.TB03873.X,"Reasoning process characteristics in the diagnostic skills of beginner, competent, and expert dentists.",Journal of dental education,2004,,False
882,10.1007/978-3-319-98298-4_11,5d703b4c121895ceaa72297badc49f9ec7fc94a8,10.1002/J.0022-0337.2004.68.6.TB03777.X,Clinical decision support systems: perspectives in dentistry.,Journal of dental education,2004,,False
883,10.1007/978-3-319-98298-4_11,05f68ab2d01e11eb57c5698fddd8e9ce315cca88,10.14219/JADA.ARCHIVE.2005.0176,"The patient with a heart murmur: evaluation, assessment and dental considerations.",Journal of the American Dental Association,2005,,False
884,10.1007/978-3-319-98298-4_11,15c27d5bd4d3186d21cda16cf9e5c5cb6b36ace7,10.1001/JAMA.293.10.1223,Effects of computerized clinical decision support systems on practitioner performance and patient outcomes: a systematic review.,JAMA,2005,,False
885,10.1007/978-3-319-98298-4_11,258d0052851edfd6a7425555ab4d7acaf6afd57f,10.1111/J.1523-1755.2005.00365.X,Definition and classification of chronic kidney disease: a position statement from Kidney Disease: Improving Global Outcomes (KDIGO).,Kidney international,2005,,False
886,10.1007/978-3-319-98298-4_11,48a992b20c5c8f6631fb6c3e9f07a72bfb3e1ea8,10.1197/JAMIA.M1740,Case Report: Comprehensive Analysis of a Medication Dosing Error Related to CPOE,J. Am. Medical Informatics Assoc.,2005,,False
887,10.1007/978-3-319-98298-4_11,881a11ad0a1112c14fba3a446e40ce5349c7519a,10.1145/1053291.1053321,IT is not for everyone in China,CACM,2005,,False
888,10.1007/978-3-319-98298-4_11,9bf014ff636306118902d356cad653dfd5411604,10.1001/JAMA.293.10.1197,Role of computerized physician order entry systems in facilitating medication errors.,,2005,,False
889,10.1007/978-3-319-98298-4_11,a311935e36d9e27c906a69108cfc54160c011a43,10.1145/1089107.1089141,HIT and MIS,Commun. ACM,2005,,False
890,10.1007/978-3-319-98298-4_11,b2811e0708cffc9c64ded1dd4119a2de65ac3399,,Advances in digital technology and orthodontics: a reference to the Invisalign method.,Medical science monitor : international medical journal of experimental and clinical research,2005,,False
891,10.1007/978-3-319-98298-4_11,2efb16215a38bdabe40b77c42109103836ba14ee,10.1111/j.1524-6175.2006.05836.x,Historical Perspectives on the Management of Hypertension,Journal of clinical hypertension,2006,,False
892,10.1007/978-3-319-98298-4_11,45e6b22f459de375bc26561836379b66d03fa034,10.1016/J.JACC.2005.10.020,ACC/AHA clinical performance measures for adults with ST-elevation and non-ST-elevation myocardial infarction: a report of the American College of Cardiology/American Heart Association Task Force on Performance Measures (Writing Committee to Develop Performance Measures on ST-Elevation and Non-ST-El,Journal of the American College of Cardiology,2006,,False
893,10.1007/978-3-319-98298-4_11,cac80b3cbb3c3f3cfa2a5020050cf0c3caffb544,10.1007/s10916-006-7405-0,Challenges Associated with Privacy in Health Care Industry: Implementation of HIPAA and the Security Rules,Journal of Medical Systems,2006,,False
894,10.1007/978-3-319-98298-4_11,3db5f60930e741de822941da2ca7e7539ab955bb,10.14219/jada.archive.2008.0346,"Prevention of infective endocarditis: guidelines from the American Heart Association: a guideline from the American Heart Association Rheumatic Fever, Endocarditis and Kawasaki Disease Committee, Council on Cardiovascular Disease in the Young, and the Council on Clinical Cardiology, Council on Cardi",Journal of the American Dental Association,2007,,False
895,10.1007/978-3-319-98298-4_11,41f002b0f43e6273eeababf6dcbef028a0866e66,10.1161/CIRCULATIONAHA.106.180944,"Prevention of premature discontinuation of dual antiplatelet therapy in patients with coronary artery stents: a science advisory from the American Heart Association, American College of Cardiology, Society for Cardiovascular Angiography and Interventions, American College of Surgeons, and American D",Journal of the American College of Cardiology,2007,,False
896,10.1007/978-3-319-98298-4_11,c26127cf91d7ab87f3a2984e01363cd2e4f01ee0,,A Sustainable Approach to Security and Privacy in Health Information Systems,,2007,,False
897,10.1007/978-3-319-98298-4_11,c905ebb0c4b457eb30bb5e1ea47c12b006c77071,10.1016/J.JACC.2007.09.003,ACC/AHA 2007 guidelines on perioperative cardiovascular evaluation and care for noncardiac surgery: a report of the American College of Cardiology/American Heart Association Task Force on Practice Guidelines (Writing Committee to Revise the 2002 Guidelines on Perioperative Cardiovascular Evaluation ,Circulation,2007,,False
898,10.1007/978-3-319-98298-4_11,12ed58781a06a8b86333ffdff6d348a92b4c94d3,10.1378/chest.08-0675,The perioperative management of antithrombotic therapy: American College of Chest Physicians Evidence-Based Clinical Practice Guidelines (8th Edition).,Chest,2008,,False
899,10.1007/978-3-319-98298-4_11,20e4a3fd06ae5100dfd9003e5c7af4af64efd843,,Agreement between patient-reported symptoms and their documentation in the medical record.,The American journal of managed care,2008,,False
900,10.1007/978-3-319-98298-4_11,34ecf78e416ec56c41931d068eeed266e2c7d7e6,10.4018/978-1-59904-804-8.CH003,Assessing the Impact of Governmental Regulations on the IT Industry: A Neo Institutional Theory Perspective,,2008,,False
901,10.1007/978-3-319-98298-4_11,73ff5267c28550e92232089017fcb9c17be49d96,10.1002/J.0022-0337.2008.72.5.TB04519.X,Improvement in medical consultation responses with a structured request form.,Journal of dental education,2008,,False
902,10.1007/978-3-319-98298-4_11,e34f9261de01d032c62e7bc00e16d5e98c3d8760,10.1161/CIRCULATIONAHA.108.191099,ACC/AHA 2008 performance measures for adults with ST-elevation and non-ST-elevation myocardial infarction: a report of the American College of Cardiology/American Heart Association Task Force on Performance Measures (Writing Committee to develop performance measures for ST-elevation and non-ST-eleva,Circulation,2008,,False
903,10.1007/978-3-319-98298-4_11,4b9f07f66040972a5fab3784231e8f4da2817308,10.1053/j.ajkd.2009.04.001,Definition and classification of CKD: the debate should be about patient prognosis--a position statement from KDOQI and KDIGO.,American journal of kidney diseases : the official journal of the National Kidney Foundation,2009,,False
904,10.1007/978-3-319-98298-4_11,5b4e5027cb596c2a758134eb9e535cd77cd6f11d,10.1377/hlthaff.28.2.428,A state-based approach to privacy and security for interoperable health information exchange.,Health affairs,2009,,False
905,10.1007/978-3-319-98298-4_11,5fc9671fb6da24d40b275fbf7df95dc554212e14,10.1056/NEJMsa0900592,Use of electronic health records in U.S. hospitals.,The New England journal of medicine,2009,,False
906,10.1007/978-3-319-98298-4_11,7831fe5c58a7dc29867af18f2c1d84cbb64e0493,10.1145/1655008.1655024,Patient controlled encryption: ensuring privacy of electronic medical records,CCSW '09,2009,,False
907,10.1007/978-3-319-98298-4_11,8e52b600007a688143bc6289d81537dd91032da8,10.1111/j.1532-5415.2009.02313.x,Comparisons of Self‐Reported and Chart‐Identified Chronic Diseases in Inner‐City Seniors,Journal of the American Geriatrics Society,2009,,False
908,10.1007/978-3-319-98298-4_11,04889c3e0b42431cc02029f4a3d36e5c4fb5bfd9,10.1161/CIRCULATIONAHA.109.192665,Update on cardiovascular implantable electronic device infections and their management: a scientific statement from the American Heart Association.,Circulation,2010,,False
909,10.1007/978-3-319-98298-4_11,727e6ec5b0e04fc5d26bf08ed8f913e6364efc2a,,Case study of linking dental and medical healthcare records.,The American journal of managed care,2010,,False
910,10.1007/978-3-319-98298-4_11,a397dcd977b841e78b4a8eba62e69d483ea61f7f,10.1136/qshc.2009.038984,Electronic consultation as an alternative to hospital referral for patients with chronic kidney disease: a novel application for networked electronic health records to improve the accessibility and efficiency of healthcare,Quality and Safety in Health Care,2010,,False
911,10.1007/978-3-319-98298-4_11,ea054e0f6762eac7bd4833a2b58e8561c2099346,10.1145/1809085.1809094,Towards improved security criteria for certification of electronic health record systems,SEHC '10,2010,,False
912,10.1007/978-3-319-98298-4_11,ee005265486b576b7b9416da57fc3686d902fb82,10.1145/1666420.1666453,A framework for health care information assurance policy and compliance,CACM,2010,,False
913,10.1007/978-3-319-98298-4_11,21cd5ec694c37d2f5f2394fcfd99ddd1194a8aa9,10.1016/j.hrthm.2011.01.032,2011 ACCF/AHA/HRS focused update on the management of patients with atrial fibrillation (update on dabigatran). A report of the American College of Cardiology Foundation/American Heart Association Task Force on Practice Guidelines.,Heart rhythm,2011,,False
914,10.1007/978-3-319-98298-4_11,330eb51a2cf24359f62faece1f48e0b9d520ba51,10.1038/ki.2010.483,"The definition, classification, and prognosis of chronic kidney disease: a KDIGO Controversies Conference report.",Kidney international,2011,,False
915,10.1007/978-3-319-98298-4_11,500bfdf9632ea1bb27465f6a7aaff98ee303cdb3,10.1016/j.jacc.2011.01.010,2011 ACCF/AHA/HRS focused update on the management of patients with atrial fibrillation (update on dabigatran): a report of the American College of Cardiology Foundation/American Heart Association Task Force on practice guidelines.,Journal of the American College of Cardiology,2011,,False
