,Unnamed: 0,Article_id,Venue,Title,Year,Abstract,Doi,fieldsOfStudy,topics,Downloadurl,TotalCitationCount,Influentialcitationcount
33,33,https://doi.org/10.3233/978-1-61499-423-7-169,ICIMTH,electron dental record edr use saudi arabia exploratori studi,2014,purpos exploratori studi provid overview electron dental record edr system use nation guard health affair ngha hospit kingdom saudi arabia ksa differ sourc data collect februari 18 march 16 2014 sourc data includ interview key inform key inform interview includ one 30 minut interview inform technolog specialist work ngha seven 3040 minut interview dentist work ngha hospit affili ngha primari healthcar clinic phcs two dental ward clerk interview 30 minut two dental director interview 1 hour four main theme emerg result analysi data main theme emerg center staff satisfact workload incomplet inform miss file adopt edr sever challeng identifi use edr saudi arabia challeng relat resist use edr clinic staff lack comput skill clinic staff usabl system lack interest use edr lack clear manag chang strategi move forward issu address edr implement healthcar institut saudi arabia,10.3233/978-1-61499-423-7-169,Psychology Medicine Computer Science,Clinical act of insertion,https://dl.acm.org/doi/pdf/10.3233/978-1-61499-423-7-169?download=true,6,0
34,34,https://doi.org/10.1145/1240866.1241042,CHI Extended Abstracts,design evalu 3d model electron dental record,2007,present result field studi work practic softwar use dentist also present design implement evalu user interfac streamlin practic well provid novel 3d visual patient mouth also display relev radiograph depend teeth visibl visual dentist found 3d synchron navig intuit even littl 3d navig experi research need see effect real clinic outcom,10.1145/1240866.1241042,Computer Science,Server (computer),https://dl.acm.org/doi/pdf/10.1145/1240866.1241042?download=true,5,0
35,35,https://doi.org/10.1007/978-3-319-98298-4_11,Integration of Medical and Dental Care and Patient Data,health inform technolog consider medic dental data integr,2018,electron integr dental medic care accomplish determin 1 clinic epidemiolog financi need 2 interlock compon avail technolog 3 potenti adapt andor barrier play role integr 4 establish implement plan lead integr activ review condit benefit integr approach technolog current use clinic care also support factor integr,10.1007/978-3-319-98298-4_11,Computer Science Business,"Information Systems,Dentistry,Dental Records,Dental Offices,Tooth root structure,Dental Clinics,Apicoectomy,standards characteristics,Deciduous maxillary right second molar tooth,Health Care Costs,Financial cost,benefit,Pathologic Processes,Odontogenic Tissue,Structured Query Language,Tooth Extraction,Description,Primary Health Care,Decision Making,Information Sciences,Clinic,User Interface Device Component,Solutions,Rationalization,Health care facility,Hypersensitivity,Occlusal surface of tooth,Health Level Seven,Health Services,Bruxism,Small,Health Insurance,Patients,Clinical act of insertion,Server (computer)",https://dl.acm.org/doi/pdf/10.1007/978-3-319-98298-4_11?download=true,1,0
36,36,https://doi.org/10.1007/978-3-319-17272-9_9,,appli hci principl design usabl system dentistri,2015,dentistri medicin demand practic team perform technic procedur dynam environ thrust electron world centuri reli upon paper document communic unlik medicin though dentistri abil document communic hamper lack adequ avail diagnost terminolog intern classif diseas icd long part parcel medic practic dentist access standard term describ procedur document gap thrown stark relief era electron health record structur data direct use secondari analysi chapter describ applic hci principl effort bring newli develop dental diagnost terminolog dental clinic implement dental ehr adequ budget time access broad spectrum commit stakehold includ ehr vendor practic dentist epidemiologist informatician abl follow iter participatori design approach refin terminolog interfac terminolog leaner approach heurist evalu alon would appropri access wealth resourc though scalingback would cours impact abil identifi address usabl challeng high collabor work undertaken effort enhanc profess dentistri narrow gap use secondari user data usabl perspect primari user,10.1007/978-3-319-17272-9_9,Computer Science,Informatics (discipline),https://dl.acm.org/doi/pdf/10.1007/978-3-319-17272-9_9?download=true,1,0
37,37,https://doi.org/10.1016/J.IJMEDINF.2019.04.007,Int. J. Medical Informatics,electron primari dental care record research case studi valid qualiti assur strategi,2019,none,10.1016/J.IJMEDINF.2019.04.007,Computer Science Medicine,Dental Research,https://dl.acm.org/doi/pdf/10.1016/J.IJMEDINF.2019.04.007?download=true,2,0
38,38,https://doi.org/10.1111/idh.12232,International journal of dental hygiene,comparison dental hygienist dentist clinic teledentistri identif dental cari children,2017,rational studi teledentistri effect effici mean increas access care screen referr treatment practic restrict undocu concern dental hygienist skill knowledg identifi diagnos carious lesion imped access care purpos studi compar identif dental cari dental hygienist dentist clinic teledentistri method method sampl 82 children 47 year age attend elementari school memphi tennesse select studi two clinic examin dental hygienist dentist independ examin chart dental cari exist restor separ children two teledentistri examin dental hygienist dentist independ review chart dental cari restor photograph obtain iphon 4s dental chart child convert decay fill surfac dfs score result four score analys result seventyeight children met inclus criteria clinic dentist clinic dental hygienist dfs score result spearman correl r 099 friedman analysi four examin dfs score found signific differ p 010 teledentistri dental hygienist clinic dentist score conclus dental hygienist identifi dental cari children 47 year age photograph accur dentist clinic set,10.1111/idh.12232,Medicine,standards characteristics,https://dl.acm.org/doi/pdf/10.1111/idh.12232?download=true,16,1
39,39,https://doi.org/10.1016/j.ijmedinf.2017.08.007,Int. J. Medical Informatics,perceiv critic success factor electron health record system implement dental clinic context organis manag perspect,2017,none,10.1016/j.ijmedinf.2017.08.007,Medicine Computer Science,Accreditation,https://dl.acm.org/doi/pdf/10.1016/j.ijmedinf.2017.08.007?download=true,28,0
40,40,https://doi.org/10.1016/j.ijmedinf.2013.06.007,Int. J. Medical Informatics,develop initi valid content taxonomi patient record general dentistri,2013,none,10.1016/j.ijmedinf.2013.06.007,Medicine Computer Science,Oral health,https://dl.acm.org/doi/pdf/10.1016/j.ijmedinf.2013.06.007?download=true,2,0
41,41,https://doi.org/10.1016/j.ijmedinf.2009.04.004,Int. J. Medical Informatics,data mine clinic oral health document analysi longev differ restor materi finland,2009,none,10.1016/j.ijmedinf.2009.04.004,Medicine Computer Science,Manuscripts,https://dl.acm.org/doi/pdf/10.1016/j.ijmedinf.2009.04.004?download=true,27,0
42,42,https://doi.org/10.1016/j.ijmedinf.2008.07.003,Int. J. Medical Informatics,patient attitud toward onlin dental inform webbas virtual realiti program clinic dentistri pilot investig china,2009,none,10.1016/j.ijmedinf.2008.07.003,Medicine Computer Science,Software Engineering,https://dl.acm.org/doi/pdf/10.1016/j.ijmedinf.2008.07.003?download=true,13,1
43,43,https://doi.org/10.1177/2380084419892550,JDR clinical and translational research,find dental harm patient electron health record–bas trigger,2019,background patient may inadvert harm undergo dental treatment improv care must first determin type frequenc harm patient experi identifi case harm alway straightforward dental practic mine data electron health record promis mean effici detect possibl advers event ae method develop 7 electron trigger electron health record base flag patient chart contain distinct event common ae electron chart manual review identifi ae result 1885 chart review 162 contain ae posit predict valu trigger rang high 023 2 bestperform trigger fail implant postsurg complic 009 lowestperform trigger common type ae found pain 275 hard tissu 148 soft tissu 148 nerv injuri 133 ae classifi temporari harm 892 perman harm present 96 ae 12 requir transfer emerg room conclus develop trigger process identifi harm start measur ae first step mitig harm futur knowledg transfer statement retrospect review patient health record use approach systemat identifi measur harm rather random chart review electron health record–bas dental trigger tool effect approach practic identifi patient harm measur one first step improv safeti qualiti care deliv,10.1177/2380084419892550,Medicine,"Informatics (discipline),Dental Research,standards characteristics,Accreditation,Oral health,Manuscripts,Software Engineering",https://dl.acm.org/doi/pdf/10.1177/2380084419892550?download=true,3,0
44,44,https://doi.org/10.2196/13008,JMIR medical informatics,complet electron dental record student clinic retrospect analysi,2019,background welldesign adequ document proper maintain patient record import tool qualiti assur care continu good clinic document skill suppos fundament part dental student train object goal studi assess complet electron patient record student clinic method complet patient record assess use compar review valid case alveolar osteiti treat august 2011 may 2017 student clinic columbia univers colleg dental medicin new york usa base literatur review populationbas preval nine frequent mention symptom sign treatment procedur alveolar osteiti identifi complet alveolar osteiti record assess comparison populationbas preval frequenc correspond item student document obtain alveolar osteiti case ran queri electron dental record includ case diagnost code z1820 variat phrase “dri socket” “alveolar osteitis” note result record manual review definit confirm alveolar osteiti extract index item result overal 296 definit case alveolar osteiti identifi 22 64296 case contain diagnost code comparison frequenc nine index categori valid alveolar osteiti case student clinic popul show follow result sever pain 94 279296 vs 100 430430 bare bonemiss blood clot 27 80296 vs 74 3547 100 329329 malodor 7 22296 vs 3350 1854 radiat pain ear 8 24296 vs 56 3054 lymphadenopathi 1 3296 vs 9 554 inflamm 14 42296 vs 50 2754 debri 12 36296 vs 87 4754 alveolar osteiti site note 96 283296 vs 100 430430 accept document requir anesthesia debrid 77 2024 vs 100 430430 standard anesthet prior debrid conclus signific discrep index categori frequenc alveolar osteiti case document dental student popul report peerreview literatur attent clinic document skill warrant dental student train,10.2196/13008,Medicine,Informatics (discipline),https://dl.acm.org/doi/pdf/10.2196/13008?download=true,5,0
45,45,https://doi.org/10.1136/amiajnl-2013-002230,AMIA,bigmouth multiinstitut dental data repositori,2014,oral health databas avail research advanc evidencebas dentistri work develop central data repositori deriv electron health record ehr four dental school particip consortium oral health research informat multistakehold committe develop data govern framework encourag data share allow control contribut data adopt i2b2 data wareh platform map data institut common refer terminolog realiz dental ehr urgent need adopt common terminolog use treatment code set three four site use common diagnost terminolog wide discrep medic dental histori document bigmouth success launch august 2012 data 11 million patient made avail user contribut institut,10.1136/amiajnl-2013-002230,Computer Science Medicine,Dental Informatics,https://dl.acm.org/doi/pdf/10.1136/amiajnl-2013-002230?download=true,36,3
46,46,https://doi.org/10.1186/s13326-020-00222-0,J. Biomed. Semant.,structur reus analysi electron dental data use oral health diseas ontolog,2020,background key challeng improv qualiti health care abl use common framework work patient inform acquir health life scienc disciplin patient inform collect dental care expos mani challeng confront wider scale approach exampl improv qualiti dental care must abl collect analyz data dental procedur multipl practic howev number challeng make difficult first dental electron health record ehr inform often store complex relat databas poor document second common accept implement databas schema dental ehr system third integr work attempt bridg dentistri set healthcar made difficult disconnect represent medic inform within dental disciplin ehr system dentistri increas concern general health patient exampl increas effort monitor heart health system diseas impact disconnect becom sever demonstr address problem develop opensourc oral health diseas ontolog ohd instancebas represent framework dental medic health care inform envis time medic record system use common data back end would make interoper trivial obviat need dedic messag framework move data system ohd yet complet includ enough use demonstr construct demonstr util analysi longev dental restor first narrow use case provid prototyp intend demonstr prospect design principl data backend use consist encompass dental medic inform singl framework result ohd contain 1900 class 59 relationship class relationship import exist obo foundri ontolog use lsw2 lisp semant web softwar librari translat data dental practic ehr system correspond web ontolog languag owl represent base ohd framework owl represent load tripl store proof concept address question clinic relev – surviv analysi longev resin fill restor provid queri use sparql statist analysi code r demonstr perform clinic research use framework ohd compar result previous studi conclus proofofconcept project translat data singl practic use dental practic data demonstr ohd instancebas approach suffici repres data generat realworld routin clinic set ohd applic integr data multipl practic differ dental ehr system intend work understood prospect design ehr data storag would simplifi medic informat system wellunderstood semant use bfobas realist ontolog represent owl data model welldefin web standard,10.1186/s13326-020-00222-0,Computer Science Medicine,Dental Research,https://dl.acm.org/doi/pdf/10.1186/s13326-020-00222-0?download=true,1,0
47,47,https://doi.org/10.7860/JCDR/2016/16970.7453,Journal of clinical and diagnostic research : JCDR,dental informat india time embrac chang,2016,dental informat compar juvenil new field noteworthi potenti support clinic care research educ manag field util comput scienc inform scienc applic espous dentistri howev underdevelop develop countri almost dentist unacquaint dental informat goal capabl achiev mean get involv despit emerg advanc certain conflict also go along profession represent secur issu store inform due univers access comput high speed internet connect endnot softwar use resourc materi collect literatur care arrang synchron way henc purpos review give overal scenario dental informat applic challeng recommend enhanc area,10.7860/JCDR/2016/16970.7453,Computer Science Medicine,Paper,https://dl.acm.org/doi/pdf/10.7860/JCDR/2016/16970.7453?download=true,8,2
48,48,https://doi.org/10.1002/J.0022-0337.2005.69.3.TB03927.X,Journal of dental education,use inform communic technolog among dental student univers jordan,2005,aim studi investig current knowledg skill opinion undergradu dental student univers jordan respect inform communic technolog ict dental student second third fourth fifth year ask complet questionnair present lectur end second semest 200203 academ year respons rate 81 percent besid free unlimit access comput school dentistri 74 percent student access comput home howev 44 percent use comput regular male student regular longer user comput femal p0001 signific number student 70 percent judg compet inform technolog skill male felt compet basic skill femal p005 twothird acquir comput skill sourc univers main educ use comput access internet word process multimedia present medlin search data manag clinic student felt compet wordprocess skill p005 mani use word process studi p0001 preclin student male use word process studi femal p0001 student use comput person activ frequent academ reason male use comput academ p001 person activ p0001 femal student access internet univers 54 percent access home high percentag student 94 percent indic comfort use internet 75 percent said confid accuraci 80 percent said confid relev inform obtain internet student 90 percent use email student 83 percent support idea place lectur web 612 percent indic would influenc lectur attend student use internet person reason studi dentistri clinic student use internet dentistri preclin student p0001 male femal use internet dentistri p001 well pleasur p001 time avail main obstacl internet use dental student univers jordan access substanti resourc demonstr attitud toward comput internet technolog use similar student nation howev educ use ict among jordanian student remain low,10.1002/J.0022-0337.2005.69.3.TB03927.X,Psychology Medicine,Sodium Fluoride 0.0024 MG/MG Toothpaste,https://dl.acm.org/doi/pdf/10.1002/J.0022-0337.2005.69.3.TB03927.X?download=true,85,11
49,49,https://doi.org/10.21815/JDE.019.089,Journal of dental education,cost comparison onpremis solut cloudbas solut electron health record dental school clinic,2019,electron health record ehr increas move toward cloudbas web environ cloudbas ehr claim substanti benefit reduc cost littl costbenefit research exist dental school aim studi examin costbenefit cloudbas ehr compar onpremis clientserv ehr univers michigan school dentistri um dent data collect 2016 um dent costbenefit comparison tangibl intang factor associ implement new ehr use total cost ownership tco framework educaus tco framework assess three factor foundat overarch aspect three item qualit intang 56 item quantit actual cost stakehold perform factor grade relat assess score deriv item well overal factor cloudbas ehr solut receiv higher foundat qualit factor summari score overal cost onpremis solut twoyear period approxim 2000000 higher cloudbas solut cloud solut carri hidden cost cost account 8 540000 overal cost onpremis solut across twoyear period onetim ongo cost higher onpremis solut cloudbas solut 405 205 respect studi found cloudbas ehr system um dent offer signific cost save uniqu benefit avail onpremis ehr solut base cost um dent made case cloudbas ehr system,10.21815/JDE.019.089,Medicine Business,Scientific Publication,https://dl.acm.org/doi/pdf/10.21815/JDE.019.089?download=true,1,0
50,50,https://doi.org/10.21815/JDE.018.135,Journal of dental education,trend firstyear dental student inform technolog knowledg use result us dental school 2009 2012 2017,2018,dental student must skill use applic inform technolog studi use knowledg among us dental student aim studi retrospect analyz survey data regard use knowledg collect firstyear dental student one us dental school 2009 2012 2017 data collect anonym survey student part d1 cours call informat evalu dental literatur student particip survey year respons rate 100 annual number particip 80 2009 90 2012 97 2017 total 267 respond student report frequent access internet resourc multipl time per day frequenc use increas time princip access via smartphon student report feel comfort higher educ applic learn manag system computer test howev despit frequent use student report low level knowledg secur three year survey data show secur knowledg declin time find implic dental educ includ need method train student protect person data patient,10.21815/JDE.018.135,Medicine Psychology,Face,https://dl.acm.org/doi/pdf/10.21815/JDE.018.135?download=true,3,0
51,51,https://doi.org/10.1002/J.0022-0337.2012.76.1.TB05241.X,Journal of dental education,inform technolog informat inform revolut dental educ,2012,capabl inform technolog advanc precipit last fifti year mani advanc enabl new benefici applic dental educ howev conceptu use dental school infanc challeng opportun abound improv support clinic care educ research clinic care need move electron dental record beyond replic paper connect inform oral health system health facilit collabor care teledentistri help clinician appli evidencebas dentistri prevent manag strategi respect educ adopt evidencebas approach use teach learn share effect educ content method leverag technologymedi chang balanc power faculti student improv technolog support clinic teach build inform infrastructur center learner organ research opportun includ reus clinic care data research studi help advanc comput method research appli generaliz research tool dentistri reus research data scientif workflow process transit focus itth mere technic aspect appli comput technologyto one informat manag inform,10.1002/J.0022-0337.2012.76.1.TB05241.X,Medicine,Biologic Development,https://dl.acm.org/doi/pdf/10.1002/J.0022-0337.2012.76.1.TB05241.X?download=true,58,2
52,52,https://doi.org/10.1002/J.0022-0337.2011.75.5.TB05086.X,Journal of dental education,evalu dental diagnost terminolog electron health record,2011,standard treatment procedur code term routin use dentistri util diagnost terminolog common medicin satisfactori common standard dental diagnost terminolog avail time recent advanc dental informat provid opportun inclus diagnost code term part treatment plan document patient treatment histori articl report result use diagnost code system larg dental school predoctor clinic practic list diagnost code term call z code develop dental faculti member diagnost code term implement electron health record ehr use predoctor dental clinic util diagnost term quantifi valid z code entri evalu compar diagnost term enter procedur perform valid diagnosisprocedur associ determin consensus among three calibr academ base dentist total 115004 dental procedur enter ehr year sampl 43053 exclud analysi repres diagnosi procedur unrel treatment among 71951 treatment procedur 27973 diagnos assign overal util 389 percent 147 avail z code ninetythre use 633 percent 335 uniqu procedur provid 2127 procedurediagnosi pair captur ehr overal 767 percent diagnos enter valid conclud dental diagnost terminolog incorpor within electron health record util academ clinic environ challeng remain develop term implement eas use resolv would improv util,10.1002/J.0022-0337.2011.75.5.TB05086.X,Medicine,"Informatics (discipline),Dental Informatics,Dental Research,Paper,Sodium Fluoride 0.0024 MG/MG Toothpaste,Scientific Publication,Face,Biologic Development",https://dl.acm.org/doi/pdf/10.1002/J.0022-0337.2011.75.5.TB05086.X?download=true,44,1
53,53,https://doi.org/10.1002/J.0022-0337.2002.66.5.TB03542.X,Journal of dental education,electron patient record dental school clinic paperless system,2002,electron patient record epr computerbas medic record defin patient record institut repositori patient inform one healthcar enterpris support digit comput input integr inform sourc inform technolog revolut coupl everyday use comput clinic dentistri creat new demand electron patient record ultim epr improv health care qualiti major shortterm disadvantag cost includ softwar equip train personnel time involv associ busi process reengin intern review committe expertis inform technolog andor databas manag evalu commerci avail softwar light uniqu need academ dental facil paper discuss defici suggest area improv dental profess develop common record standard diagnost code clinic outcom measur make epr use clinic research improv qualiti care,10.1002/J.0022-0337.2002.66.5.TB03542.X,Computer Science Medicine,Informatics (discipline),https://dl.acm.org/doi/pdf/10.1002/J.0022-0337.2002.66.5.TB03542.X?download=true,49,2
54,54,https://doi.org/10.1177/154405910208100902,Journal of dental research,two decad computer inform technolog dental radiographi,2002,author describ experi develop radiolog depart util digit radiographi dentistri,10.1177/154405910208100902,Medicine,Dental Informatics,https://dl.acm.org/doi/pdf/10.1177/154405910208100902?download=true,17,0
55,55,https://doi.org/10.1177/0022034513487560,Journal of dental research,use electron dental record data research,2013,anecdot evid suggest clinic care process mani dental practic record data also collect dental practic base research network pbrn studi sinc use exist electron store data research multipl benefit investig overlap research data field use dental pbrn studi clinic data field typic found general dental record map 734 uniqu data element dental inform model dim 2487 common data element cde curat nidcr pbrns cancer data standard registri repositori cadsr thirtythre percent dim data element match least one cde complet 9 partial translat 9 2 respect data element use pbrn studi frequent use cdes found dim includ data dental anatomi medic item oral biopsi cari studi show nontrivi number data element general dental record map either complet partial data field research studi studi investig feasibl electron clinic data research purpos,10.1177/0022034513487560,Medicine,Confusion,https://dl.acm.org/doi/pdf/10.1177/0022034513487560?download=true,17,0
56,56,https://doi.org/10.1016/j.jebdp.2013.12.002,The journal of evidence-based dental practice,modifi approach dental code benefit person profession develop improv clinic outcom,2014,none,10.1016/j.jebdp.2013.12.002,Medicine,Radiology Information Systems,https://dl.acm.org/doi/pdf/10.1016/j.jebdp.2013.12.002?download=true,1,0
57,57,https://doi.org/10.14236/JHI.V15I1.641,Informatics in primary care,health informat research australia retrospect analysi use pubm,2007,object obtain overview australian health informat hi research bibliometr analysi use pubm method australian hi public 1970 2005 download medlin format use pubm queri written microsoft access databas use softwar applic pubm grabberanalyz develop us search queri languag onlin pubm queri use analysi result public increas three 1970 335 2005 rate increas sinc 2002 medic journal australia 177 australian famili physician 66 australasian physic engin scienc medicin 64 top three journal publish hi articl coiera ew 21 metcalf p 19 ebert 17 kron 16 westbrook ji 16 five frequent author 2350 total public categoris accord pubm public type 231 review 137 clinic randomis control trial 64 letter 44 editori 12 metaanalys 1990 2005 australian hi public pubm increas 10fold 34335 compar total world hi public increas 2777 15 353 also compar favour medic disciplin public general practic 69346 cardiolog 440928 public health 17795724 discuss australian hi public pubm increas consist throughout period 19702005 par world trend hi public australia hi public general medic journal lack consist author name failur includ countri name even state main obstacl pubm bibliometr analysi,10.14236/JHI.V15I1.641,Medicine,Cognitive Science,https://dl.acm.org/doi/pdf/10.14236/JHI.V15I1.641?download=true,5,0
58,58,https://doi.org/10.1007/s10916-006-9013-4,Journal of Medical Systems,design teleeduc system interpret dental tumor imag,2006,despit fact oral cancer usual diagnos nake eye dental radiolog play signific role process diagnosi treatment plan assess respons treatment prognosi paper discuss prototyp teleeduc system support dental radiolog train program help dental student get skill necessari interpret dental tumor imag system consist central databas onlin case annot tool case demonstr tool annot tool allow dental faculti integr imag find relat clinic inform prepar highqual teach case teleeduc system improv reinforc dental student dentist skill analyz dental tumor imag design teleeduc system could serv model selfevalu interpret skill dental tumor imag part continu medic educ cme futur,10.1007/s10916-006-9013-4,Medicine Computer Science,computer science,https://dl.acm.org/doi/pdf/10.1007/s10916-006-9013-4?download=true,0,0
59,59,https://doi.org/10.2196/jmir.3343,Journal of medical Internet research,explor design requir repurpos dental virtual patient web second life focus group studi,2014,background sinc incept virtual patient provid health care educ way engag learner experi simul clinician environ without danger learner patient led learn modal accept essenti compon medic educ advent visual audiorich 3dimension multius virtual environ muve new deploy platform emerg educ content immers high interact multimediarich muve seamless foster collabor provid new hotb deploy medic educ content object work aim assess suitabl second life muve virtual patient deploy platform undergradu dental educ explor requir specif need meaning repurpos webbas virtual patient muve method script capabl avail art asset second life repurpos exist webbas periodontolog virtual patient second life seri pointandclick interact multiplechoic queri user experienc specif periodontolog case ask provid optim respons challeng case focus group 9 undergradu dentistri student experienc webbas second life version virtual patient group conven 3 time discuss relev issu group comput literaci assess second life virtual patient deploy platform compar webbas muvedeploy virtual patient result comparison webbas second life virtual patient reveal inher advantag experienti immers second life virtual environ howev sever challeng success repurpos virtual patient web muve identifi identifi challeng repurpos web virtual patient muve platform focus group studi 1 increas case complex facilit user game preconcept muve 2 necess decreas textual narrat provid pertin inform immers sensori way 3 requir allow user actuat solut problem instead describ narrat conclus success systemat repurpos effort virtual patient muve second life best practic experienti immers game design organ incorpor repurpos workflow autom find pivot era open educ content transfer share among user learner educ various open repositoriesenviron,10.2196/jmir.3343,Medicine,Cognition Disorders,https://dl.acm.org/doi/pdf/10.2196/jmir.3343?download=true,48,0
60,60,https://doi.org/10.2196/18652,Journal of medical Internet research,assess patient experi healthcar qualiti dental care use patient onlin review unit state mix method studi,2020,background last two decad patient review websit emerg essenti onlin platform doctor rate review recent studi suggest signific websit data sourc patient choos doctor healthcar provid learn improv patient feedback foster cultur trust transpar patient healthcar provid howev compar medic specialti studi onlin patient review focus dentist unit state remain absent object studi sought understand extent onlin patient review provid perform feedback reflect dental care qualiti patient experi method use mix informat method incorpor statist natur languag process domain expert evalu analyz onlin patient review 204751 dentist extract healthgrad two specif aim first examin associ patient rate varieti dentist characterist second identifi topic patient review map nation assess dental patient experi measur patient experi measur consum assess healthcar provid system cahp dental plan survey result higher rate associ femal dentist t71881245 p01 g001 dentist younger age f7 10712824697 p001 g011 whose patient experienc short wait time f4 1500551041777 p0001 g018 also identifi sever topic correspond cahp measur includ discomfort eg painfulpainless root canal deep clean ethic eg highpressur sale unnecessari dental work conclus find suggest onlin patient review could use data sourc understand patient experi healthcar qualiti dentistri,10.2196/18652,Medicine,Information Sciences,https://dl.acm.org/doi/pdf/10.2196/18652?download=true,12,1
61,61,https://doi.org/10.4103/0973-029X.185939,Journal of oral and maxillofacial pathology : JOMFP,dental informat tool “sofpro” studi oral submuc fibrosi,2016,background dental informat evolv branch wide use dental educ practic numer applic support clinic care educ research develop howev applic develop util epidemiolog studi oral submuc fibrosi osf affect signific popul asian countri aim object design develop user friend softwar descript epidemiolog studi osf materi method help softwar engin comput program sofpro design develop use msvisual basic 60 vb msaccess 2000 crystal report 70 mspaint oper system xp analysi purpos avail osf data department precanc registri fed sofpro result known data known null data success accept data entri repres data analysi osf smooth work sofpro correct data flow test realtim data osf conclus sofpro found user friend autom tool easi data collect retriev manag analysi osf patient,10.4103/0973-029X.185939,Computer Science Medicine,Sodium monofluorophosphate 0.0076 MG/MG Toothpaste,https://dl.acm.org/doi/pdf/10.4103/0973-029X.185939?download=true,0,0
62,62,https://doi.org/10.1111/joor.12655,Journal of oral rehabilitation,differenti diagnosi jaw pain use informat technolog,2018,studi aim deduc evidencebas clinic clue differenti temporomandibular disord tmdmimick condit genuin tmd text mine use natur languag process nlp recurs partit compar medic record 29 patient diagnos tmdmimick condit 290 patient diagnos genuin tmd chief complaint medic histori preprocess via nlp compar frequenc word usag addit recurs partit use deduc optim size mouth open could differenti tmdmimick genuin tmd group preval tmdmimick condit even distribut across age group show near equal gender ratio signific differ genuin tmd tmdmimick condit caus inflamm infect hereditari diseas neoplasm patient tmdmimick condit frequent use mouth open limit p 001 less common use word nois p 001 temporomandibular joint p 001 patient genuin tmd diagnost classif tree basi recurs partit suggest 120 mm comfort mouth open 265 mm maximum mouth open deduc optim mouthopen cutoff size combin analys perform base text mine clinic examin data predict perform model 966 690 sensit 993 specif predict tmdmimick condit conclus studi show ai technologybas method could appli field differenti diagnosi orofaci pain disord,10.1111/joor.12655,Medicine,Solutions,https://dl.acm.org/doi/pdf/10.1111/joor.12655?download=true,6,0
63,63,https://doi.org/10.1111/jphd.12354,Journal of public health dentistry,use big data promot precis oral health context learn healthcar system,2020,call evidencebas oral healthcar guidelin improv precis dentistri oral healthcar deliveri main challeng goal current lack uptod evid limit integr analyt data set slow translat routin care deliveri overcom issu requir knowledg discoveri pipelin base big data health analyt intellig integr informat approach learn health system articl examin accomplish util big data data gather four major stream patient clinic data biolog data normat data set must uniform combin analysi model meaning find implement clinic execut data captur cycl integr subsequ find practition abl improv public oral health care deliveri,10.1111/jphd.12354,Computer Science Medicine,"Informatics (discipline),Dental Informatics,Confusion,Radiology Information Systems,Cognitive Science,computer science,Cognition Disorders,Information Sciences,Sodium monofluorophosphate 0.0076 MG/MG Toothpaste,Solutions",https://dl.acm.org/doi/pdf/10.1111/jphd.12354?download=true,10,0
64,64,https://doi.org/10.14219/JADA.ARCHIVE.2004.0120,Journal of the American Dental Association,dentistri part nation health inform infrastructur,2004,background nation health inform infrastructur nhii propos improv effect effici overal qualiti health unit state establish nation electron inform network health care date dentistri integr network discuss wide method author review nhii goal structur publish report background literatur author evalu advantag disadvantag nhii regard implic dental care system result nhii propos implement computerbas patient record cprs american 2014 connect person health inform clinic public health inform enabl differ type care provid access cprs advantag nhii includ transpar health inform across health care provid potenti increas involv patient care better clinic decis make connect patientspecif inform best clinic evid increas effici enhanc bioterror defens potenti cost save challeng implement nhii dentistri includ limit use cprs requir invest inform technolog limit avail adopt standard perceiv threat privaci confidenti conclus implement nhii make rapid stride dentistri becom activ particip nhii work ensur need dental patient profess met practic implic nhii farreach implic dental practic make easier access relev patient inform help improv clinic decis make,10.14219/JADA.ARCHIVE.2004.0120,Medicine,Informatics (discipline),https://dl.acm.org/doi/pdf/10.14219/JADA.ARCHIVE.2004.0120?download=true,18,1
65,65,https://doi.org/10.14219/JADA.ARCHIVE.2013.0013,Journal of the American Dental Association,electron dental record use clinic inform manag pattern among practitionerinvestig dental practicebas research network,2013,background grow avail electron data offer practition increas opportun reus clinic data research qualiti improv howev relat littl known clinic data practition keep comput regard patient method author conduct webbas survey 991 us scandinavian practitionerinvestig pis dental practicebas research network determin extent use comput manag clinic inform type patient inform kept paper comput willing reus electron dental record edr data research result total 729 736 percent 991 pis respondeda total 738 percent us solo practition 787 percent group practition use comput manag patient inform 143 percent 159 percent respect manag patient inform comput us practition store appoint treatment plan complet treatment imag electron frequent periodont chart diagnosi medic histori progress note chief complaint least frequentlymor 90 percent scandinavian practition store inform electronicallya total 508 percent pis will reus edr data research 631 percent prefer electron form data collect conclus result studi show trend toward increas adopt edr unit state continu potenti make data electron form avail research particip appear will reus edr data research collect data electron clinic implic rise rate edr adopt may offer increas opportun reus electron data qualiti improv research,10.14219/JADA.ARCHIVE.2013.0013,Medicine,Dental Informatics,https://dl.acm.org/doi/pdf/10.14219/JADA.ARCHIVE.2013.0013?download=true,37,2
